Source?,Date (MSM time) (MM/DD/YYYY),"Day? (Local, 6am-8pm)","Night? (Local, 6am-8pm)",Torches Lit,Island,Titan skin?,Parent 1 Species,Parent 1 Level,Parent 2 Species,Parent 2 Level,Result Monster
Player1,8/13/2025,False,False,10,M Faerie,False,Rare Bridg-it,20,Rare Clavi Gnat,20,Clavi Gnat
Player1,8/14/2025,False,False,10,Plant,True,Entbrat,20,Rare Oaktopus,20,Oaktopus
Player1,8/14/2025,False,False,10,Cold,False,Rare Oaktopus,20,Deedge,20,Oaktopus
Player1,8/14/2025,False,False,10,Air,True,Rare Maw,20,Riff,20,Epic Toe Jammer
Player1,8/14/2025,False,False,10,Water,False,Shellbeat,20,Rare Dandidoo,20,Dandidoo
Player1,8/14/2025,False,False,10,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/14/2025,False,False,10,Haven,False,Tring,20,Rare Cybop,20,Cybop
Player1,8/14/2025,False,False,10,Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,Oasis,False,Rare Congle,20,Rare Glowl,20,Congle
Player1,8/14/2025,False,False,10,Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,Shugabush,False,Shugabush,20,Rare Quibble,20,Shugabush
Player1,8/14/2025,False,False,10,Psychic,False,Periscorp,20,Toe Jammer,20,Rare Periscorp
Player1,8/14/2025,False,False,10,Shanty,False,Rare Gobbleygourd,20,Clavavera,20,Gobbleygourd
Player1,8/14/2025,False,False,10,M Plant,False,Rare Shrubb,20,Rare Bowgart,20,Bowgart
Player1,8/14/2025,False,False,10,M Cold,False,Rare Toe Jammer,20,Rare Potbelly,20,Oaktopus
Player1,8/14/2025,False,False,10,M Air,False,Rare T-Rox,20,Rare Congle,20,Rare Toe Jammer
Player1,8/14/2025,False,False,10,M Water,False,Rare Toe Jammer,20,Rare Potbelly,20,Oaktopus
Player1,8/14/2025,False,False,10,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/14/2025,False,False,10,M Light,False,Rare Fiddlement,20,Rare Gob,20,Gob
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Periscorp
Player1,8/14/2025,False,False,10,Air,True,Rare T-Rox,20,Rare Congle,20,T-Rox
Player1,8/14/2025,True,False,10,Faerie,False,Pladdie,20,Cantorell,20,Cantorell
Player1,8/14/2025,True,False,10,Bone,False,Plinkajou,20,Rare Withur,20,Withur
Player1,8/14/2025,False,False,10,Sanctum,False,Rare Larvaluss,20,Rare Frondley,20,Frondley
Player1,8/14/2025,False,False,10,Plant,True,Entbrat,20,Rare Oaktopus,20,Oaktopus
Player1,8/14/2025,False,False,10,Cold,False,Rare Oaktopus,20,Deedge,20,Rare Oaktopus
Player1,8/14/2025,False,False,10,Water,False,Shellbeat,20,Rare Dandidoo,20,Dandidoo
Player1,8/14/2025,False,False,10,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/14/2025,False,False,10,Haven,False,Tring,20,Rare Cybop,20,Cybop
Player1,8/14/2025,False,False,10,M Cold,False,Rare Toe Jammer,20,Rare Potbelly,20,Oaktopus
Player1,8/14/2025,False,False,10,M Air,False,Rare T-Rox,20,Rare Congle,20,T-Rox
Player1,8/14/2025,False,False,10,M Water,False,Rare Toe Jammer,20,Rare Potbelly,20,Oaktopus
Player1,8/14/2025,False,False,10,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/14/2025,False,False,10,M Light,False,Rare Fiddlement,20,Rare Gob,20,Gob
Player1,8/14/2025,False,False,10,M Faerie,False,Pladdie,20,Rare Drumpler,20,Pladdie
Player1,8/14/2025,False,False,10,Air,True,Rare T-Rox,20,Rare Congle,20,Rare Toe Jammer
Player1,8/14/2025,False,False,10,Oasis,False,Rare Congle,20,Rare Glowl,20,Glowl
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Toe Jammer
Player1,8/14/2025,False,False,10,M Psychic,False,Periscorp,20,Toe Jammer,20,Periscorp
Player1,8/14/2025,False,False,10,Plant,True,Entbrat,20,Rare Oaktopus,20,Oaktopus
Player1,8/14/2025,False,False,10,Cold,False,Rare Oaktopus,20,Deedge,20,Oaktopus
Player1,8/14/2025,False,False,10,Air,True,Rare T-Rox,20,Rare Congle,20,T-Rox
Player1,8/14/2025,False,False,10,Water,False,Shellbeat,20,Rare Dandidoo,20,Dandidoo
Player1,8/14/2025,False,False,10,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/14/2025,False,False,10,Haven,False,Tring,20,Rare Cybop,20,Cybop
Player1,8/14/2025,False,False,10,M Cold,False,Rare Toe Jammer,20,Rare Potbelly,20,Oaktopus
Player1,8/14/2025,False,False,10,M Air,False,Rare T-Rox,20,Rare Congle,20,T-Rox
Player1,8/14/2025,False,False,10,M Water,False,Rare Toe Jammer,20,Rare Potbelly,20,Oaktopus
Player1,8/14/2025,False,False,10,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/14/2025,False,False,10,M Light,False,Rare Fiddlement,20,Rare Gob,20,Fiddlement
Player1,8/14/2025,False,True,10,M Bone,False,Plinkajou,20,Rare Uuduk,20,Uuduk
Player1,8/14/2025,False,False,10,Bone,False,Plinkajou,19,Rare Denchuhs,15,Denchuhs
Player1,8/14/2025,False,False,10,Plant,True,Entbrat,20,Rare Oaktopus,20,Rare Oaktopus
Player1,8/14/2025,False,False,10,Cold,False,Rare Oaktopus,20,Deedge,20,Epic Potbelly
Player1,8/14/2025,False,False,10,Air,True,Rare T-Rox,20,Rare Congle,20,Congle
Player1,8/14/2025,False,False,10,Water,False,Shellbeat,20,Rare Dandidoo,20,Dandidoo
Player1,8/14/2025,False,False,10,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/14/2025,False,False,10,Haven,False,Tring,20,Rare Cybop,20,Epic Potbelly
Player1,8/14/2025,False,False,10,Oasis,False,Rare Congle,20,Rare Glowl,20,Congle
Player1,8/14/2025,False,False,10,Psychic,False,Periscorp,20,Toe Jammer,20,Periscorp
Player1,8/14/2025,False,False,10,Shanty,False,Rare Gobbleygourd,20,Clavavera,20,Gobbleygourd
Player1,8/14/2025,False,False,10,M Cold,False,Rare Congle,20,Rare Spunge,20,Congle
Player1,8/14/2025,False,False,10,M Air,False,Rare T-Rox,20,Rare Congle,20,T-Rox
Player1,8/14/2025,False,False,10,M Water,False,Rare Spunge,20,Rare Scups,20,Scups
Player1,8/14/2025,False,False,10,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/14/2025,False,False,10,M Plant,False,Rare T-Rox,20,Rare Bowgart,20,Bowgart
Player1,8/15/2025,True,False,10,Bone,False,Plinkajou,20,Rare Withur,20,Withur
Player1,8/15/2025,False,False,10,Shugabush,False,Shugabush,20,Rare Quibble,20,Shugabuzz
Player1,8/15/2025,False,False,10,Plant,True,Entbrat,20,Rare Oaktopus,20,Oaktopus
Player1,8/15/2025,False,False,10,Cold,False,Rare Oaktopus,20,Deedge,20,Oaktopus
Player1,8/15/2025,False,False,10,Air,True,Rare T-Rox,20,Rare Congle,20,T-Rox
Player1,8/15/2025,False,False,10,Water,False,Shellbeat,20,Rare Dandidoo,20,Dandidoo
Player1,8/15/2025,False,False,10,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/15/2025,False,False,10,Haven,False,Tring,20,Rare Cybop,20,Cybop
Player1,8/15/2025,False,False,10,Oasis,False,Rare Congle,20,Rare Glowl,20,Glowl
Player1,8/15/2025,False,False,10,Sanctum,False,Rare Larvaluss,20,Rare Frondley,20,Larvaluss
Player1,8/15/2025,False,False,10,M Plant,False,Rare T-Rox,20,Rare Bowgart,20,Bowgart
Player1,8/15/2025,False,False,10,M Cold,False,Rare Congle,20,Rare Spunge,20,Spunge
Player1,8/15/2025,False,False,10,M Air,False,Rare T-Rox,20,Rare Congle,20,T-Rox
Player1,8/15/2025,False,False,10,M Water,False,Rare Spunge,20,Rare Scups,20,Spunge
Player1,8/15/2025,False,False,10,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/15/2025,False,False,10,M Light,False,Rare Fiddlement,20,Rare Gob,20,Gob
Player1,8/15/2025,False,False,10,M Faerie,False,Pladdie,20,Rare Drumpler,20,Pladdie
Player1,8/15/2025,False,True,10,M Bone,False,Plinkajou,20,Rare Uuduk,20,Uuduk
Player1,8/15/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Toe Jammer
Player1,8/15/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Toe Jammer
Player1,8/15/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Toe Jammer
Player1,8/16/2025,False,False,10,Plant,True,Entbrat,20,Rare Oaktopus,20,Rare Oaktopus
Player1,8/16/2025,False,False,10,Cold,False,Rare Oaktopus,20,Deedge,20,Rare Oaktopus
Player1,8/16/2025,False,False,10,Air,True,Rare T-Rox,20,Rare Congle,20,Congle
Player1,8/16/2025,False,False,10,Water,False,Shellbeat,20,Rare Dandidoo,20,Dandidoo
Player1,8/16/2025,False,False,10,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/16/2025,False,False,10,Haven,False,Tring,20,Rare Cybop,20,Cybop
Player1,8/16/2025,False,False,10,Oasis,False,Rare Congle,20,Rare Glowl,20,Glowl
Player1,8/16/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Toe Jammer
Player1,8/16/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Toe Jammer
Player1,8/16/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Toe Jammer
Player1,8/16/2025,True,False,10,Bone,False,Plinkajou,20,Rare Withur,20,Withur
Player1,8/16/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Toe Jammer
Player1,8/16/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Toe Jammer
Player1,8/16/2025,False,False,10,Shanty,False,Rare Gobbleygourd,20,Clavavera,20,Gobbleygourd
Player1,8/16/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Toe Jammer
Player1,8/16/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Toe Jammer
Player1,8/16/2025,False,False,10,M Plant,False,Rare T-Rox,20,Rare Bowgart,20,Rare Toe Jammer
Player1,8/16/2025,False,False,10,Psychic,False,Toe Jammer,20,Rare Periscorp,20,Rare Periscorp
Player1,8/16/2025,False,False,10,M Cold,False,Deedge,20,Rare Quibble,20,Epic Toe Jammer
Player1,8/16/2025,False,False,10,M Air,False,Riff,20,Rare Maw,20,Maw
Player1,8/16/2025,False,False,10,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
Player1,8/16/2025,False,False,10,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/16/2025,False,False,10,M Light,False,Rare Fiddlement,20,Rare Gob,20,Fiddlement
Player1,8/16/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/16/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/16/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/16/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/16/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Tapricorn
Player1,8/16/2025,False,False,10,M Air,False,Riff,20,Rare Maw,20,Maw
Player1,8/16/2025,False,False,10,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
Player1,8/16/2025,False,False,10,M Cold,False,Deedge,20,Rare Quibble,20,Quibble
Player1,8/16/2025,False,False,10,M Air,False,Riff,20,Rare Maw,20,Maw
Player1,8/16/2025,False,False,10,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
Player1,8/16/2025,False,False,10,Water,False,Shellbeat,20,Rare Dandidoo,20,Dandidoo
Player1,8/16/2025,False,False,10,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/16/2025,False,False,10,Haven,False,Tring,20,Rare Cybop,20,Cybop
Player1,8/16/2025,False,False,10,Shugabush,False,Shugabush,20,Rare Quibble,20,Shugabush
Player1,8/16/2025,False,False,10,Sanctum,False,Rare Larvaluss,20,Rare Frondley,20,Frondley
Player1,8/16/2025,False,False,10,M Plant,False,Rare Bowgart,20,Rare Shrubb,20,Bowgart
Player1,8/16/2025,False,False,10,M Air,False,Riff,20,Rare Maw,20,Maw
Player1,8/16/2025,False,False,10,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
Player1,8/16/2025,False,False,10,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/17/2025,False,False,10,Plant,True,Entbrat,20,Rare Oaktopus,20,Oaktopus
Player1,8/17/2025,False,False,10,Cold,False,Rare Oaktopus,20,Deedge,20,Oaktopus
Player1,8/17/2025,False,False,10,Air,True,Rare T-Rox,20,Rare Congle,20,T-Rox
Player1,8/17/2025,False,False,10,Water,False,Shellbeat,20,Rare Dandidoo,20,Dandidoo
Player1,8/17/2025,False,False,10,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/17/2025,False,False,10,Haven,False,Tring,20,Rare Cybop,20,Cybop
Player1,8/17/2025,False,False,10,Oasis,False,Rare Congle,20,Rare Glowl,20,Congle
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,True,False,10,Bone,False,Plinkajou,20,Rare Withur,20,Withur
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,Shanty,False,Rare Gobbleygourd,20,Clavavera,20,Clavavera
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Plant,False,Rare Bowgart,20,Rare Shrubb,20,Shrubb
Player1,8/17/2025,False,False,10,M Cold,False,Deedge,20,Rare Quibble,20,Quibble
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Air,False,Riff,20,Rare Maw,20,Maw
Player1,8/17/2025,False,False,10,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/17/2025,False,False,10,M Light,False,Rare Fiddlement,20,Rare Gob,20,Gob
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Faerie,False,Pladdie,20,Rare Drumpler,20,Pladdie
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Toe Jammer
Player1,8/17/2025,False,False,10,M Psychic,False,Rare Tapricorn,20,Toe Jammer,20,Rare Tapricorn
Player1,8/17/2025,False,False,10,Psychic,False,Rare Tapricorn,20,Rare Yuggler,20,Yuggler
Player1,8/17/2025,False,False,10,M Air,False,Riff,20,Rare Maw,20,Maw
Player1,8/17/2025,False,False,10,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
Player1,8/17/2025,False,False,10,Plant,True,Entbrat,20,Rare Oaktopus,20,Oaktopus
Player1,8/17/2025,False,False,10,Cold,False,Rare Oaktopus,20,Deedge,20,Oaktopus
Player1,8/17/2025,False,False,10,Air,True,Rare T-Rox,20,Rare Congle,20,T-Rox
Player1,8/17/2025,False,False,10,Water,False,Shellbeat,20,Rare Dandidoo,20,Epic Potbelly
Player1,8/17/2025,False,False,10,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/17/2025,False,False,10,Haven,False,Tring,20,Rare Cybop,20,Cybop
Player1,8/17/2025,False,False,10,Oasis,False,Rare Congle,20,Rare Glowl,20,Congle
Player1,8/17/2025,False,False,10,Sanctum,False,Rare Larvaluss,20,Rare Frondley,20,Rare Theremind
Player1,8/17/2025,False,False,10,M Plant,False,Rare Bowgart,20,Rare Shrubb,20,Bowgart
Player1,8/17/2025,False,False,10,M Cold,False,Deedge,20,Rare Quibble,20,Quibble
Player1,8/17/2025,False,False,10,M Air,False,Riff,20,Rare Maw,20,Maw
Player1,8/17/2025,False,False,10,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
Player1,8/17/2025,False,False,10,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/17/2025,False,False,10,Shugabush,False,Shugabush,20,Rare Quibble,20,Shugabuzz
Player1,8/17/2025,False,False,10,M Air,False,Riff,20,Rare Maw,20,Maw
Player1,8/17/2025,False,False,10,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
Player1,8/17/2025,False,False,10,M Light,False,Rare Fiddlement,20,Rare Gob,20,Gob
Player1,8/17/2025,False,True,10,M Bone,False,Plinkajou,20,Rare Uuduk,20,Uuduk
Player1,8/17/2025,False,False,10,Plant,True,Entbrat,20,Rare Oaktopus,20,Epic Toe Jammer
Player1,8/17/2025,False,False,10,Cold,False,Rare Oaktopus,20,Deedge,20,Oaktopus
Player1,8/17/2025,False,False,10,Air,True,Riff,20,Rare Quibble,20,Quibble
Player1,8/17/2025,False,False,10,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/17/2025,False,False,10,Haven,False,Tring,20,Rare Cybop,20,Cybop
Player1,8/17/2025,False,False,10,Shanty,False,Rare Gobbleygourd,20,Clavavera,20,Clavavera
Player1,8/17/2025,False,False,10,M Cold,False,Deedge,20,Rare Quibble,20,Epic Toe Jammer
Player1,8/17/2025,False,False,10,M Air,False,Riff,20,Rare Maw,20,Maw
Player1,8/17/2025,False,False,10,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
Player1,8/17/2025,False,False,10,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
Player1,8/18/2025,False,False,10,M Plant,False,Rare Bowgart,20,Rare Shrubb,20,Shrubb
Player1,8/18/2025,False,False,10,M Air,False,Riff,20,Rare Maw,20,Maw
Player1,8/18/2025,False,False,10,Plant,True,Entbrat,20,Rare Entbrat,20,Entbrat
Player1,8/18/2025,False,False,10,Cold,False,Rare Mammott,15,Rare Thumpies,20,Mammott
Player1,8/18/2025,False,False,10,Air,True,Rare Scups,20,Rare Noggin,20,Scups
Player1,8/18/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
Player1,8/18/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
Player1,8/18/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
Player1,8/18/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
Player1,8/18/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
Player1,8/18/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Scups
